alarm_time,incident_type,description,response_time
2013-05-06 17:08:23 UTC,551,Assist police or other governmental agency,2.88
2013-05-06 00:38:50 UTC,400,Hazardous condition  Other,4.83
2013-05-05 00:42:17 UTC,311,Medical assist  assist EMS crew,0.13
2013-05-03 14:07:01 UTC,111,Building fire,3.52
2013-05-03 08:59:59 UTC,352,Extrication of victim(s) from vehicle,2.75
2013-05-02 11:26:45 UTC,324,Motor Vehicle Accident with no injuries,6.35
2013-05-01 19:35:16 UTC,411,Gasoline or other flammable liquid spill,0.4
2013-05-01 16:26:00 UTC,311,Medical assist  assist EMS crew,6.57
2013-05-01 16:18:26 UTC,652,Steam  vapor  fog or dust thought to be smoke,2.97
2013-05-01 01:54:15 UTC,324,Motor Vehicle Accident with no injuries,5.85
2013-04-29 13:24:50 UTC,311,Medical assist  assist EMS crew,5.3
2013-04-29 09:10:18 UTC,300,Rescue  EMS incident  other,5.28
2013-04-27 11:25:56 UTC,311,Medical assist  assist EMS crew,9.43
2013-04-26 14:12:39 UTC,311,Medical assist  assist EMS crew,12.93
2013-04-24 12:41:12 UTC,561,Unauthorized burning,6.08
2013-04-22 21:28:35 UTC,322,Motor vehicle accident with injuries,4.05
2013-04-22 07:54:40 UTC,324,Motor Vehicle Accident with no injuries,4.77
2013-04-21 06:03:12 UTC,324,Motor Vehicle Accident with no injuries,5.0
2013-04-20 12:36:34 UTC,311,Medical assist  assist EMS crew,9.5
2013-04-18 10:33:12 UTC,554,Assist invalid,5.13
2013-04-18 05:11:23 UTC,111,Building fire,10.17
2013-04-17 19:14:00 UTC,311,Medical assist  assist EMS crew,6.67
2013-04-17 15:49:09 UTC,352,Extrication of victim(s) from vehicle,1.87
2013-04-17 11:12:37 UTC,311,Medical assist  assist EMS crew,2.55
2013-04-17 07:14:10 UTC,735,Alarm system sounded due to malfunction,5.17
2013-04-15 15:04:40 UTC,554,Assist invalid,6.02
2013-04-15 07:53:30 UTC,131,Passenger vehicle fire,4.03
2013-04-14 13:25:27 UTC,311,Medical assist  assist EMS crew,7.9
2013-04-14 06:29:35 UTC,322,Motor vehicle accident with injuries,5.05
2013-04-13 23:14:35 UTC,311,Medical assist  assist EMS crew,3.07
2013-04-13 21:46:37 UTC,311,Medical assist  assist EMS crew,0.25
2013-04-13 19:18:10 UTC,322,Motor vehicle accident with injuries,3.98
2013-04-13 06:01:57 UTC,311,Medical assist  assist EMS crew,12.38
2013-04-12 08:32:17 UTC,321,EMS call  excluding vehicle accident with injury,4.42
2013-04-10 15:00:36 UTC,322,Motor vehicle accident with injuries,1.4
2013-04-10 13:42:59 UTC,311,Medical assist  assist EMS crew,5.45
2013-04-08 16:03:31 UTC,321,EMS call  excluding vehicle accident with injury,4.48
2013-04-08 05:50:25 UTC,322,Motor vehicle accident with injuries,1.47
2013-04-06 18:55:05 UTC,311,Medical assist  assist EMS crew,6.13
2013-04-06 14:11:57 UTC,311,Medical assist  assist EMS crew,7.78
2013-04-05 21:11:47 UTC,311,Medical assist  assist EMS crew,5.02
2013-04-05 15:04:40 UTC,150,Outside rubbish fire  Other,6.77
2013-04-04 20:32:39 UTC,131,Passenger vehicle fire,6.62
2013-04-04 12:38:37 UTC,321,EMS call  excluding vehicle accident with injury,4.47
2013-04-03 22:48:51 UTC,321,EMS call  excluding vehicle accident with injury,9.85
2013-04-01 01:49:44 UTC,311,Medical assist  assist EMS crew,9.33
2013-03-31 11:35:49 UTC,500,Service Call  other,5.53
2013-03-30 19:36:53 UTC,131,Passenger vehicle fire,6.23
2013-03-28 18:16:08 UTC,131,Passenger vehicle fire,10.47
2013-03-28 17:21:08 UTC,311,Medical assist  assist EMS crew,0.7
2013-03-28 04:45:14 UTC,311,Medical assist  assist EMS crew,6.23
2013-03-28 04:07:11 UTC,311,Medical assist  assist EMS crew,4.07
2013-03-27 20:37:54 UTC,114,Chimney or flue fire  confined to chimney or flue,8.5
2013-03-27 20:31:53 UTC,324,Motor Vehicle Accident with no injuries,7.07
2013-03-26 17:50:51 UTC,321,EMS call  excluding vehicle accident with injury,3.32
2013-03-26 16:23:20 UTC,311,Medical assist  assist EMS crew,2.65
2013-03-26 15:31:08 UTC,321,EMS call  excluding vehicle accident with injury,2.82
2013-03-25 16:49:04 UTC,352,Extrication of victim(s) from vehicle,4.42
2013-03-25 15:20:38 UTC,352,Extrication of victim(s) from vehicle,3.03
2013-03-24 12:13:47 UTC,311,Medical assist  assist EMS crew,5.77
2013-03-23 21:15:49 UTC,311,Medical assist  assist EMS crew,6.32
2013-03-23 15:38:31 UTC,311,Medical assist  assist EMS crew,7.23
2013-03-23 10:55:30 UTC,311,Medical assist  assist EMS crew,6.85
2013-03-22 00:14:28 UTC,600,Good intent call  Other,9.52
2013-03-21 00:12:48 UTC,733,Smoke detector activation due to malfunction,10.9
2013-03-19 14:52:55 UTC,311,Medical assist  assist EMS crew,4.38
2013-03-17 22:06:17 UTC,321,EMS call  excluding vehicle accident with injury,6.5
2013-03-17 15:10:14 UTC,324,Motor Vehicle Accident with no injuries,2.88
2013-03-17 13:07:59 UTC,321,EMS call  excluding vehicle accident with injury,3.37
2013-03-17 10:43:36 UTC,311,Medical assist  assist EMS crew,11.38
2013-03-16 11:37:19 UTC,733,Smoke detector activation due to malfunction,6.43
2013-03-16 03:31:02 UTC,311,Medical assist  assist EMS crew,11.27
2013-03-15 23:52:04 UTC,311,Medical assist  assist EMS crew,3.92
2013-03-15 22:27:25 UTC,311,Medical assist  assist EMS crew,11.4
2013-03-14 17:52:45 UTC,311,Medical assist  assist EMS crew,8.95
2013-03-14 16:36:53 UTC,321,EMS call  excluding vehicle accident with injury,2.3
2013-03-12 14:06:57 UTC,322,Motor vehicle accident with injuries,6.03
2013-03-11 18:15:56 UTC,322,Motor vehicle accident with injuries,3.62
2013-03-11 07:52:58 UTC,324,Motor Vehicle Accident with no injuries,5.1
2013-03-09 19:27:54 UTC,311,Medical assist  assist EMS crew,7.63
2013-03-09 17:01:07 UTC,311,Medical assist  assist EMS crew,9.4
2013-03-09 10:12:17 UTC,322,Motor vehicle accident with injuries,4.8
2013-03-08 23:56:28 UTC,311,Medical assist  assist EMS crew,10.18
2013-03-07 16:24:34 UTC,311,Medical assist  assist EMS crew,5.53
2013-03-07 08:52:50 UTC,700,False alarm or false call  Other,1.6
2013-03-07 08:36:13 UTC,311,Medical assist  assist EMS crew,7.37
2013-03-07 05:08:18 UTC,311,Medical assist  assist EMS crew,3.4
2013-03-05 10:58:51 UTC,311,Medical assist  assist EMS crew,5.02
2013-03-02 23:43:17 UTC,311,Medical assist  assist EMS crew,10.22
2013-03-01 08:52:03 UTC,311,Medical assist  assist EMS crew,7.48
2013-02-28 23:16:22 UTC,130,Mobile property (vehicle) fire  Other,3.53
2013-02-25 20:32:15 UTC,733,Smoke detector activation due to malfunction,13.0
2013-02-23 19:48:57 UTC,352,Extrication of victim(s) from vehicle,3.48
2013-02-23 15:49:49 UTC,311,Medical assist  assist EMS crew,5.22
2013-02-23 13:48:55 UTC,311,Medical assist  assist EMS crew,8.0
2013-02-23 11:35:40 UTC,311,Medical assist  assist EMS crew,4.25
2013-02-23 10:40:52 UTC,100,Fire  Other,7.12
2013-02-22 02:00:34 UTC,311,Medical assist  assist EMS crew,8.75
2013-02-19 15:57:23 UTC,322,Motor vehicle accident with injuries,2.12
2013-02-19 06:50:41 UTC,322,Motor vehicle accident with injuries,2.97
2013-02-18 22:32:50 UTC,800,Severe weather or natural disaster  Other,4.15
2013-02-18 14:15:41 UTC,322,Motor vehicle accident with injuries,5.45
2013-02-18 12:46:44 UTC,142,Brush or brush-and-grass mixture fire,11.72
2013-02-14 11:59:28 UTC,322,Motor vehicle accident with injuries,5.13
2013-02-12 14:59:43 UTC,311,Medical assist  assist EMS crew,5.4
2013-02-12 08:07:25 UTC,324,Motor Vehicle Accident with no injuries,4.93
2013-02-12 02:31:37 UTC,311,Medical assist  assist EMS crew,8.77
2013-02-11 09:34:47 UTC,352,Extrication of victim(s) from vehicle,4.1
2013-02-10 00:35:56 UTC,311,Medical assist  assist EMS crew,6.7
2013-02-09 18:41:21 UTC,311,Medical assist  assist EMS crew,3.62
2013-02-09 10:49:14 UTC,311,Medical assist  assist EMS crew,6.35
2013-02-08 12:30:23 UTC,311,Medical assist  assist EMS crew,4.8
2013-02-06 15:36:16 UTC,111,Building fire,14.37
2013-02-06 07:11:09 UTC,311,Medical assist  assist EMS crew,1.72
2013-02-05 16:27:27 UTC,311,Medical assist  assist EMS crew,3.87
2013-02-05 09:31:03 UTC,311,Medical assist  assist EMS crew,4.58
2013-02-05 07:33:33 UTC,463,Vehicle accident  general cleanup,6.0
2013-02-03 23:21:36 UTC,700,False alarm or false call  Other,2.07
2013-02-03 11:45:21 UTC,311,Medical assist  assist EMS crew,7.28
2013-02-03 09:32:29 UTC,324,Motor Vehicle Accident with no injuries,8.45
2013-02-02 22:29:24 UTC,553,Public service,8.05
2013-02-02 21:09:51 UTC,111,Building fire,11.13
2013-02-01 07:10:41 UTC,322,Motor vehicle accident with injuries,6.83
2013-01-31 13:13:42 UTC,700,False alarm or false call  Other,2.67
2013-01-30 13:30:13 UTC,411,Gasoline or other flammable liquid spill,6.42
2013-01-29 16:41:41 UTC,730,System malfunction  Other,8.58
2013-01-29 16:06:46 UTC,300,Rescue  EMS incident  other,2.98
2013-01-29 15:53:41 UTC,311,Medical assist  assist EMS crew,5.52
2013-01-29 02:07:27 UTC,321,EMS call  excluding vehicle accident with injury,5.4
2013-01-28 05:29:49 UTC,311,Medical assist  assist EMS crew,4.52
2013-01-27 11:38:51 UTC,311,Medical assist  assist EMS crew,6.78
2013-01-26 19:13:32 UTC,311,Medical assist  assist EMS crew,3.72
2013-01-26 18:21:31 UTC,311,Medical assist  assist EMS crew,7.07
2013-01-25 12:32:02 UTC,321,EMS call  excluding vehicle accident with injury,4.12
2013-01-25 11:06:17 UTC,311,Medical assist  assist EMS crew,3.92
2013-01-25 08:58:47 UTC,324,Motor Vehicle Accident with no injuries,8.33
2013-01-24 21:50:31 UTC,500,Service Call  other,0.4
2013-01-24 20:45:59 UTC,311,Medical assist  assist EMS crew,8.57
2013-01-23 17:32:10 UTC,700,False alarm or false call  Other,4.65
2013-01-22 18:03:06 UTC,311,Medical assist  assist EMS crew,5.52
2013-01-22 17:39:02 UTC,743,Smoke detector activation  no fire - unintentional,5.02
2013-01-22 12:21:45 UTC,321,EMS call  excluding vehicle accident with injury,4.25
2013-01-19 14:58:25 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2013-01-19 10:00:55 UTC,311,Medical assist  assist EMS crew,5.67
2013-01-18 16:55:44 UTC,322,Motor vehicle accident with injuries,0.4
2013-01-17 10:19:24 UTC,100,Fire  Other,5.8
2013-01-17 08:02:42 UTC,322,Motor vehicle accident with injuries,4.63
2013-01-16 19:23:10 UTC,321,EMS call  excluding vehicle accident with injury,7.45
2013-01-16 18:48:24 UTC,114,Chimney or flue fire  confined to chimney or flue,8.03
2013-01-15 16:14:49 UTC,321,EMS call  excluding vehicle accident with injury,4.05
2013-01-14 16:59:47 UTC,311,Medical assist  assist EMS crew,2.63
2013-01-14 16:30:45 UTC,321,EMS call  excluding vehicle accident with injury,5.23
2013-01-14 15:15:12 UTC,440,Electrical  wiring/equipment problem  Other,6.72
2013-01-14 14:23:04 UTC,700,False alarm or false call  Other,5.87
2013-01-14 09:11:07 UTC,311,Medical assist  assist EMS crew,1.48
2013-01-14 08:24:57 UTC,700,False alarm or false call  Other,5.9
2013-01-13 19:41:49 UTC,900,Special type of incident  Other,3.18
2013-01-13 11:10:12 UTC,321,EMS call  excluding vehicle accident with injury,5.92
2013-01-12 18:52:20 UTC,311,Medical assist  assist EMS crew,1.67
2013-01-12 17:42:02 UTC,321,EMS call  excluding vehicle accident with injury,2.75
2013-01-12 15:03:59 UTC,324,Motor Vehicle Accident with no injuries,0.92
2013-01-11 14:56:24 UTC,311,Medical assist  assist EMS crew,4.75
2013-01-11 09:29:01 UTC,322,Motor vehicle accident with injuries,3.9
2013-01-10 11:20:03 UTC,321,EMS call  excluding vehicle accident with injury,3.73
2013-01-08 21:24:38 UTC,311,Medical assist  assist EMS crew,3.33
2013-01-07 19:54:35 UTC,321,EMS call  excluding vehicle accident with injury,4.72
2013-01-07 18:31:00 UTC,311,Medical assist  assist EMS crew,5.62
2013-01-07 07:39:16 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2013-01-06 18:54:00 UTC,311,Medical assist  assist EMS crew,2.0
2013-01-05 21:10:56 UTC,311,Medical assist  assist EMS crew,11.2
2013-01-05 17:01:55 UTC,700,False alarm or false call  Other,3.12
2013-01-03 10:26:00 UTC,412,Gas leak (natural gas or LPG),4.0
2013-01-02 17:19:10 UTC,300,Rescue  EMS incident  other,2.32
2013-01-02 10:25:34 UTC,700,False alarm or false call  Other,5.9
2013-01-01 10:44:00 UTC,745,Alarm system activation  no fire - unintentional,4.23
2012-12-31 20:29:00 UTC,311,Medical assist  assist EMS crew,2.0
2012-12-31 20:05:00 UTC,311,Medical assist  assist EMS crew,2.0
2012-12-31 10:34:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2012-12-31 04:14:00 UTC,311,Medical assist  assist EMS crew,8.0
2012-12-31 00:22:00 UTC,311,Medical assist  assist EMS crew,8.0
2012-12-29 18:02:18 UTC,142,Brush or brush-and-grass mixture fire,7.08
2012-12-29 00:15:00 UTC,311,Medical assist  assist EMS crew,13.0
2012-12-28 15:14:00 UTC,311,Medical assist  assist EMS crew,6.0
2012-12-28 14:11:35 UTC,300,Rescue  EMS incident  other,7.25
2012-12-27 19:03:00 UTC,300,Rescue  EMS incident  other,3.0
2012-12-27 10:09:00 UTC,114,Chimney or flue fire  confined to chimney or flue,19.0
2012-12-26 18:51:39 UTC,311,Medical assist  assist EMS crew,6.92
2012-12-26 06:18:52 UTC,322,Motor vehicle accident with injuries,1.42
2012-12-25 16:15:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2012-12-25 13:33:44 UTC,111,Building fire,7.38
2012-12-23 12:30:21 UTC,745,Alarm system activation  no fire - unintentional,2.78
2012-12-21 19:36:47 UTC,114,Chimney or flue fire  confined to chimney or flue,6.17
2012-12-21 00:42:14 UTC,324,Motor Vehicle Accident with no injuries,4.12
2012-12-20 22:23:20 UTC,321,EMS call  excluding vehicle accident with injury,4.42
2012-12-20 17:18:52 UTC,800,Severe weather or natural disaster  Other,2.45
2012-12-20 15:13:43 UTC,800,Severe weather or natural disaster  Other,4.25
2012-12-20 15:11:34 UTC,800,Severe weather or natural disaster  Other,5.38
2012-12-20 01:07:00 UTC,311,Medical assist  assist EMS crew,7.0
2012-12-19 13:38:00 UTC,311,Medical assist  assist EMS crew,2.0
2012-12-18 14:39:00 UTC,311,Medical assist  assist EMS crew,8.0
2012-12-17 17:07:51 UTC,700,False alarm or false call  Other,0.4
2012-12-17 09:18:07 UTC,324,Motor Vehicle Accident with no injuries,5.1
2012-12-16 18:43:00 UTC,311,Medical assist  assist EMS crew,7.0
2012-12-12 16:21:45 UTC,322,Motor vehicle accident with injuries,0.33
2012-12-11 17:12:43 UTC,322,Motor vehicle accident with injuries,1.43
2012-12-10 22:30:00 UTC,531,Smoke or odor removal,2.0
2012-12-10 08:48:00 UTC,311,Medical assist  assist EMS crew,7.0
2012-12-10 04:54:00 UTC,311,Medical assist  assist EMS crew,10.0
2012-12-09 22:30:00 UTC,311,Medical assist  assist EMS crew,7.0
2012-12-08 18:24:21 UTC,311,Medical assist  assist EMS crew,0.22
2012-12-07 04:21:00 UTC,311,Medical assist  assist EMS crew,2.0
2012-12-06 07:52:12 UTC,300,Rescue  EMS incident  other,6.02
2012-12-05 11:49:24 UTC,300,Rescue  EMS incident  other,3.82
2012-12-04 14:48:00 UTC,311,Medical assist  assist EMS crew,13.0
2012-12-01 16:54:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2012-12-01 15:08:00 UTC,311,Medical assist  assist EMS crew,5.0
2012-11-29 23:21:17 UTC,131,Passenger vehicle fire,10.53
2012-11-27 12:27:00 UTC,300,Rescue  EMS incident  other,8.63
2012-11-27 08:08:00 UTC,322,Motor vehicle accident with injuries,0.4
2012-11-26 10:01:10 UTC,131,Passenger vehicle fire,3.45
2012-11-24 12:39:00 UTC,531,Smoke or odor removal,11.0
2012-11-22 21:15:00 UTC,311,Medical assist  assist EMS crew,1.0
2012-11-22 10:04:00 UTC,311,Medical assist  assist EMS crew,8.0
2012-11-21 18:16:00 UTC,311,Medical assist  assist EMS crew,8.0
2012-11-21 15:36:00 UTC,311,Medical assist  assist EMS crew,1.0
2012-11-19 13:08:00 UTC,311,Medical assist  assist EMS crew,2.0
2012-11-17 07:10:57 UTC,311,Medical assist  assist EMS crew,4.53
2012-11-15 11:02:45 UTC,311,Medical assist  assist EMS crew,8.32
2012-11-14 23:33:21 UTC,321,EMS call  excluding vehicle accident with injury,5.72
2012-11-14 22:59:05 UTC,311,Medical assist  assist EMS crew,5.58
2012-11-14 20:35:51 UTC,745,Alarm system activation  no fire - unintentional,1.2
2012-11-14 20:33:56 UTC,311,Medical assist  assist EMS crew,3.9
2012-11-14 16:30:24 UTC,111,Building fire,11.58
2012-11-13 07:14:00 UTC,111,Building fire,7.0
2012-11-12 08:48:00 UTC,311,Medical assist  assist EMS crew,6.0
2012-11-12 03:17:09 UTC,311,Medical assist  assist EMS crew,8.6
2012-11-12 01:44:15 UTC,311,Medical assist  assist EMS crew,7.07
2012-11-11 11:24:04 UTC,324,Motor Vehicle Accident with no injuries,7.35
2012-11-11 08:47:55 UTC,321,EMS call  excluding vehicle accident with injury,4.97
2012-11-11 07:19:47 UTC,324,Motor Vehicle Accident with no injuries,0.67
2012-11-11 07:14:39 UTC,413,Oil or other combustible liquid spill,5.8
2012-11-10 15:20:00 UTC,561,Unauthorized burning,5.0
2012-11-10 14:22:00 UTC,311,Medical assist  assist EMS crew,8.0
2012-11-10 08:35:00 UTC,622,No Incident found on arrival at dispatch address,5.0
2012-11-08 20:40:48 UTC,311,Medical assist  assist EMS crew,4.87
2012-11-06 06:49:17 UTC,311,Medical assist  assist EMS crew,4.77
2012-11-05 18:53:36 UTC,745,Alarm system activation  no fire - unintentional,6.08
2012-11-05 17:42:24 UTC,140,Natural vegetation fire  Other,5.03
2012-11-05 10:04:41 UTC,700,False alarm or false call  Other,6.57
2012-11-05 06:44:31 UTC,745,Alarm system activation  no fire - unintentional,1.4
2012-11-04 15:41:00 UTC,311,Medical assist  assist EMS crew,0.4
2012-11-04 00:40:41 UTC,311,Medical assist  assist EMS crew,6.18
2012-11-03 15:45:36 UTC,311,Medical assist  assist EMS crew,8.9
2012-11-02 06:43:08 UTC,700,False alarm or false call  Other,5.97
2012-10-30 10:46:21 UTC,321,EMS call  excluding vehicle accident with injury,3.6
2012-10-30 10:18:22 UTC,700,False alarm or false call  Other,3.55
2012-10-29 04:40:00 UTC,311,Medical assist  assist EMS crew,10.0
2012-10-28 13:24:00 UTC,300,Rescue  EMS incident  other,2.0
2012-10-28 00:29:40 UTC,311,Medical assist  assist EMS crew,10.7
2012-10-26 17:36:00 UTC,322,Motor vehicle accident with injuries,4.0
2012-10-26 13:21:00 UTC,324,Motor Vehicle Accident with no injuries,5.0
2012-10-24 08:58:14 UTC,322,Motor vehicle accident with injuries,6.4
2012-10-21 17:16:15 UTC,111,Building fire,16.62
2012-10-20 09:16:00 UTC,733,Smoke detector activation due to malfunction,5.95
2012-10-19 21:32:00 UTC,311,Medical assist  assist EMS crew,7.0
2012-10-19 09:04:00 UTC,311,Medical assist  assist EMS crew,5.0
2012-10-18 09:40:49 UTC,311,Medical assist  assist EMS crew,2.75
2012-10-17 23:54:00 UTC,311,Medical assist  assist EMS crew,14.0
2012-10-17 09:55:00 UTC,311,Medical assist  assist EMS crew,9.0
2012-10-17 09:31:01 UTC,322,Motor vehicle accident with injuries,1.75
2012-10-17 07:15:50 UTC,321,EMS call  excluding vehicle accident with injury,6.32
2012-10-16 11:31:47 UTC,321,EMS call  excluding vehicle accident with injury,4.82
2012-10-16 00:28:33 UTC,321,EMS call  excluding vehicle accident with injury,5.57
2012-10-15 23:45:05 UTC,322,Motor vehicle accident with injuries,9.02
2012-10-12 17:02:12 UTC,324,Motor Vehicle Accident with no injuries,7.58
2012-10-12 13:52:38 UTC,541,Animal problem,2.37
2012-10-12 11:07:44 UTC,322,Motor vehicle accident with injuries,3.28
2012-10-11 10:08:58 UTC,324,Motor Vehicle Accident with no injuries,1.1
2012-10-11 03:53:51 UTC,324,Motor Vehicle Accident with no injuries,5.13
2012-10-10 00:31:51 UTC,311,Medical assist  assist EMS crew,9.73
2012-10-08 20:27:00 UTC,311,Medical assist  assist EMS crew,9.0
2012-10-08 18:28:00 UTC,311,Medical assist  assist EMS crew,5.0
2012-10-07 22:12:00 UTC,600,Good intent call  Other,3.0
2012-10-05 19:51:00 UTC,153,Construction or demolition landfill fire,8.0
2012-10-05 15:45:00 UTC,311,Medical assist  assist EMS crew,6.0
2012-10-05 12:46:00 UTC,622,No Incident found on arrival at dispatch address,5.0
